1.000000e+00	2.309483e-03
2.807753e-01	9.229279e-01
8.893586e-01	2.111170e-01
8.323520e-01	3.103955e-01
4.264372e-01	8.196543e-01
8.652716e-01	2.539789e-01
5.153205e-01	7.361578e-01
6.821083e-01	5.367092e-01
7.582808e-01	4.269809e-01
5.478438e-01	7.024299e-01
9.147567e-01	1.669207e-01
7.219698e-01	4.811992e-01
7.688599e-01	4.112776e-01
8.183589e-01	3.328217e-01
7.068742e-01	5.023920e-01
9.941943e-01	1.406537e-02
8.125317e-01	3.426841e-01
8.575485e-01	2.676648e-01
9.183965e-01	1.588763e-01
3.466020e-01	8.812574e-01
9.022486e-01	1.885521e-01
8.757951e-01	2.361119e-01
9.022486e-01	1.885521e-01
5.749943e-01	6.712444e-01
5.905626e-01	6.531240e-01
3.333439e-01	8.903163e-01
6.053116e-01	6.354034e-01
7.344244e-01	4.631766e-01
5.952562e-01	6.478554e-01
8.508273e-01	2.782318e-01
6.535375e-01	5.751099e-01
2.947331e-01	9.148318e-01
4.474993e-01	8.013299e-01
4.112779e-01	8.323279e-01
6.718251e-01	5.506153e-01
6.987227e-01	5.140531e-01
9.684447e-01	6.529694e-02
5.647360e-01	6.827397e-01
8.455086e-01	2.887137e-01
4.089246e-01	8.347543e-01
6.298810e-01	6.050120e-01
9.278592e-01	1.418816e-01
5.381453e-01	7.123566e-01
5.119617e-01	7.399994e-01
5.352412e-01	7.153102e-01
8.001954e-01	3.629066e-01
7.357500e-01	4.612310e-01
6.657112e-01	5.586775e-01
3.964869e-01	8.444605e-01
9.847040e-01	3.417166e-02
7.455573e-01	4.466996e-01
3.933860e-01	8.467160e-01
3.659755e-01	8.675605e-01
8.385216e-01	2.994273e-01
3.736732e-01	8.622612e-01
4.999103e-01	7.521789e-01
9.499916e-01	1.006398e-01
9.419708e-01	1.157532e-01
8.001954e-01	3.629066e-01
5.352412e-01	7.153102e-01
4.893170e-01	7.622744e-01
6.268850e-01	6.091202e-01
9.589754e-01	8.357337e-02
4.917559e-01	7.602047e-01
4.563612e-01	7.934384e-01
4.374715e-01	8.102581e-01
7.756204e-01	4.008072e-01
7.503909e-01	4.392939e-01
6.137992e-01	6.250697e-01
9.847040e-01	3.417166e-02
4.374715e-01	8.102581e-01
3.831424e-01	8.555055e-01
3.273298e-01	8.944952e-01
3.058894e-01	9.082481e-01
6.987227e-01	5.140531e-01
6.103224e-01	6.299376e-01
7.941309e-01	3.720638e-01
7.806518e-01	3.928604e-01
5.723454e-01	6.746194e-01
9.720950e-01	5.827232e-02
5.595306e-01	6.886599e-01
6.605873e-01	5.654392e-01
7.164376e-01	4.891587e-01
3.225130e-01	8.982114e-01
3.543151e-01	8.759139e-01
7.164376e-01	4.891587e-01
8.806542e-01	2.275922e-01
6.464518e-01	5.836248e-01
7.868071e-01	3.835643e-01
4.719932e-01	7.792338e-01
8.409363e-01	2.954365e-01
9.622449e-01	7.700623e-02
6.202829e-01	6.170788e-01
9.331970e-01	1.319952e-01
4.806501e-01	7.704766e-01
9.984892e-01	6.028557e-03
9.791135e-01	4.431913e-02
3.803579e-01	8.572291e-01
6.424949e-01	5.891780e-01
3.543151e-01	8.759139e-01
