8.395671e-01	9.225016e-02
1.361818e-17	1.013718e+00
8.015014e-01	1.126079e-01
4.925060e-01	3.105409e-01
2.141729e-02	8.671459e-01
1.313150e-01	6.510133e-01
1.920560e-01	5.733132e-01
5.581106e-01	2.638611e-01
5.105436e-01	2.961408e-01
2.862549e-01	4.752867e-01
1.761773e-01	5.914480e-01
1.650535e-02	8.846119e-01
7.753048e-01	1.278591e-01
1.110322e-03	9.824861e-01
5.714982e-01	2.536874e-01
3.681675e-03	9.536958e-01
8.124705e-01	1.065291e-01
2.716139e-01	4.902866e-01
3.483788e-02	8.238023e-01
8.380971e-01	9.292634e-02
4.095012e-01	3.685275e-01
9.414305e-02	7.048524e-01
3.371534e-01	4.304121e-01
5.834429e-01	2.453804e-01
1.069279e-01	6.831767e-01
5.417144e-01	2.735002e-01
7.599550e-01	1.371945e-01
5.951893e-01	2.388292e-01
3.495212e-01	4.192778e-01
6.464093e-01	2.065817e-01
7.351485e-01	1.528846e-01
1.202233e-01	6.661432e-01
3.642546e-01	4.048650e-01
3.754173e-01	3.960269e-01
2.584901e-01	5.036680e-01
6.344665e-01	2.124704e-01
4.688096e-01	3.248170e-01
2.962614e-01	4.685284e-01
6.066546e-01	2.318096e-01
5.804673e-02	7.719921e-01
6.384573e-02	7.598770e-01
7.231862e-01	1.583004e-01
6.237619e-01	2.177773e-01
4.404004e-01	3.474189e-01
7.068669e-01	1.687399e-01
1.999939e-01	5.640010e-01
4.533293e-01	3.373198e-01
6.142876e-01	2.244749e-01
2.929585e-04	9.964177e-01
4.664393e-02	7.972856e-01
2.941981e-02	8.440460e-01
3.854647e-01	3.889142e-01
2.479745e-01	5.142538e-01
6.919069e-02	7.491234e-01
3.573880e-01	4.136481e-01
1.531385e-01	6.199684e-01
4.366745e-01	3.527534e-01
4.575793e-01	3.333670e-01
3.036975e-01	4.590738e-01
7.136446e-01	1.642478e-01
1.419021e-01	6.360500e-01
1.703567e-01	5.980240e-01
3.085180e-01	4.532442e-01
2.648098e-01	4.964373e-01
7.471464e-01	1.463550e-01
6.712056e-01	1.895833e-01
1.512900e-01	6.223530e-01
1.164350e-01	6.729062e-01
1.220919e-02	9.047617e-01
2.350115e-01	5.260802e-01
2.941981e-02	8.440460e-01
7.743824e-01	1.293692e-01
5.195683e-01	2.900705e-01
4.010434e-01	3.771540e-01
5.130146e-03	9.407919e-01
6.566672e-01	1.983452e-01
4.791375e-01	3.182936e-01
1.220919e-02	9.047617e-01
6.608504e-01	1.970504e-01
6.938362e-01	1.759598e-01
1.423757e-01	6.350428e-01
4.074067e-02	8.123667e-01
6.812272e-01	1.842051e-01
4.238458e-01	3.589953e-01
2.166964e-01	5.457200e-01
7.506836e-01	1.424837e-01
7.921050e-03	9.264721e-01
1.650649e-01	6.072872e-01
6.920237e-01	1.767859e-01
4.238458e-01	3.589953e-01
8.565505e-02	7.221638e-01
2.086460e-01	5.547280e-01
2.279140e-01	5.334161e-01
4.286544e-02	8.086968e-01
3.273549e-01	4.371935e-01
5.287074e-02	7.831402e-01
4.010434e-01	3.771540e-01
5.344110e-01	2.782342e-01
5.179495e-02	7.861882e-01
1.104793e-01	6.821468e-01
